	Training CV Accuracy	Testing Accuracy
0	0.9420726758576083	0.9313904847837243
1	0.9414597750273852	0.9307781952989261
2	0.9453966819865774	0.9260851550191089
3	0.9453734910623546	0.926357887369698
4	0.9453734910623546	0.9262667667172362
5	0.9414597750273852	0.9302366921343831
6	0.9453734910623546	0.9306432016613244
7	0.9453734910623546	0.9228892955019151
